date,state,fips,total_cases,total_deaths,cases_in_past_day,deaths_in_past_day,cases_in_past_seven_days,deaths_in_past_seven_days
2020-12-22,District of Columbia,11,26900,744,160,2,1561,24
2020-12-22,Florida,12,1223007,20753,10434,74,79221,672
2020-12-22,Georgia,13,579957,10135,8656,63,45469,279
2020-12-22,Guam,66,8180,121,0,0,62,1
2020-12-22,Hawaii,15,20487,280,64,0,946,8
2020-12-22,Idaho,16,132950,1317,1482,12,8664,98
2020-12-22,Illinois,17,913265,16677,6348,147,48004,1086
2020-12-22,Indiana,18,474797,7581,3673,143,37284,613
2020-12-22,Iowa,19,270294,3653,1558,64,12041,316
2020-12-22,Kansas,20,208109,2448,176,0,14554,339
2020-12-22,Kentucky,21,250089,2739,2846,38,18802,240
2020-12-22,Louisiana,22,290960,7158,3699,51,18684,263
2020-12-22,Maine,23,19743,303,458,10,2983,38
2020-12-22,Maryland,24,255666,5519,2321,48,15972,313
2020-12-22,Massachusetts,25,331174,11804,3800,45,33014,361
2020-12-22,Michigan,26,503497,12333,3509,187,26323,845
2020-12-22,Minnesota,27,401070,4955,1700,24,16847,413
2020-12-22,Mississippi,28,197691,4490,2191,79,14391,238
2020-12-22,Missouri,29,393488,5474,2976,183,22619,515
2020-12-22,Montana,30,78017,901,561,20,3857,75
2020-12-22,Nebraska,31,159267,1553,1148,13,7366,89
2020-12-22,Nevada,32,207351,2832,1156,31,15242,223
2020-12-22,New Hampshire,33,38008,656,620,0,5463,52
2020-12-22,New Jersey,34,442274,18326,4603,103,30992,454
2020-12-22,New Mexico,35,132075,2203,1267,23,9518,197
2020-12-22,New York,36,871155,36300,10299,153,71604,875
2020-12-22,North Carolina,37,491242,6342,6729,57,43939,416
2020-12-22,North Dakota,38,90459,1244,332,5,2058,68
2020-12-22,Northern Mariana Islands,69,116,2,0,0,3,0
2020-12-22,Ohio,39,637032,8252,7678,130,57675,598
2020-12-22,Oklahoma,40,265620,2240,2186,22,23629,154
2020-12-22,Oregon,41,105091,1382,1211,31,8998,169
2020-12-22,Pennsylvania,42,577183,14244,7770,223,62174,1314
2020-12-22,Puerto Rico,72,103527,1391,1063,9,6493,97
2020-12-22,Rhode Island,44,81187,1678,956,8,5950,108
2020-12-22,South Carolina,45,278055,4976,2322,14,20735,220
2020-12-22,South Dakota,46,95509,1381,435,0,3810,120
2020-12-22,Tennessee,47,519475,6205,4330,133,59021,648
2020-12-22,Texas,48,1631549,26363,22147,199,118190,1567
2020-12-22,Utah,49,255085,1175,2302,12,17298,97
2020-12-22,Vermont,50,6608,112,74,1,685,12
2020-12-22,Virgin Islands,78,1934,23,13,0,106,0
2020-12-22,Virginia,51,314481,4705,3591,51,26172,235
2020-12-22,Washington,53,232204,3214,1562,28,18119,91
2020-12-22,West Virginia,54,74737,1171,1400,42,9029,159
2020-12-22,Wisconsin,55,497380,4882,3027,128,22040,470
2020-12-22,Wyoming,56,42379,373,261,22,2315,45
2020-12-23,Alabama,01,334569,4587,4758,135,28929,389
2020-12-23,Alaska,02,44602,189,361,3,2346,15
2020-12-23,Arizona,04,475706,8184,5355,51,44376,626
2020-12-23,Arkansas,05,207941,3376,2893,38,16437,302
2020-12-23,California,06,2013188,23633,44758,379,297161,1752
2020-12-23,Colorado,08,318027,4531,2630,67,19535,339
2020-12-23,Connecticut,09,170705,5736,1745,33,12924,230
2020-12-23,Delaware,10,52235,872,612,0,4306,39
2020-12-23,District of Columbia,11,27226,751,326,7,1624,31
2020-12-23,Florida,12,1234391,20873,11384,120,79064,670
2020-12-23,Georgia,13,587472,10193,7515,58,46386,280
2020-12-23,Guam,66,8180,121,0,0,43,1
2020-12-23,Hawaii,15,20582,283,95,3,937,7
2020-12-23,Idaho,16,134258,1343,1308,26,8424,96
2020-12-23,Illinois,17,919992,16846,6727,169,47698,1066
2020-12-23,Indiana,18,479476,7645,4679,64,35742,544
2020-12-23,Iowa,19,272112,3668,1818,15,11328,314
2020-12-23,Kansas,20,212871,2507,4762,59,14968,254
2020-12-23,Kentucky,21,252978,2774,2889,35,18771,245
2020-12-23,Louisiana,22,293934,7226,2974,68,18389,293
2020-12-23,Maine,23,20491,311,748,8,3180,44
2020-12-23,Maryland,24,258129,5568,2463,49,16072,298
2020-12-23,Massachusetts,25,335988,11887,4814,83,31876,374
2020-12-23,Michigan,26,507291,12405,3794,72,25519,823
2020-12-23,Minnesota,27,402578,5030,1508,75,16107,396
2020-12-23,Mississippi,28,200325,4533,2634,43,14682,239
2020-12-23,Missouri,29,396409,5588,2921,114,22399,545
2020-12-23,Montana,30,78591,917,574,16,3827,81
2020-12-23,Nebraska,31,160586,1597,1319,44,7342,125
2020-12-23,Nevada,32,210319,2885,2968,53,15858,226
2020-12-23,New Hampshire,33,38512,677,504,21,5079,52
2020-12-23,New Jersey,34,447083,18466,4809,140,30100,463
2020-12-23,New Mexico,35,133242,2243,1167,40,8885,194
2020-12-23,New York,36,882895,36454,11740,154,73966,932
2020-12-23,North Carolina,37,497869,6418,6627,76,44241,388
2020-12-23,North Dakota,38,90729,1249,270,5,2037,48
2020-12-23,Northern Mariana Islands,69,118,2,2,0,5,0
2020-12-23,Ohio,39,644822,8361,7790,109,60056,584
2020-12-23,Oklahoma,40,269276,2283,3656,43,24047,155
2020-12-23,Oregon,41,106020,1409,929,27,8395,142
2020-12-23,Pennsylvania,42,586908,14470,9725,226,61709,1270
2020-12-23,Puerto Rico,72,104103,1408,576,17,6802,96
2020-12-23,Rhode Island,44,82066,1704,879,26,5857,114
2020-12-23,South Carolina,45,282230,5028,4175,52,22111,228
2020-12-23,South Dakota,46,96040,1389,531,8,3436,89
2020-12-23,Tennessee,47,527326,6316,7851,111,55978,706
2020-12-23,Texas,48,1652243,26624,20694,261,116920,1546
2020-12-23,Utah,49,257697,1196,2612,21,16982,94
2020-12-23,Vermont,50,6680,117,72,5,671,12
2020-12-23,Virgin Islands,78,1950,23,16,0,122,0
2020-12-23,Virginia,51,319133,4760,4652,55,26893,252
2020-12-23,Washington,53,234832,3245,2628,31,19522,106
2020-12-23,West Virginia,54,75936,1194,1199,23,9087,155
2020-12-23,Wisconsin,55,500443,4956,3063,74,22281,457
2020-12-23,Wyoming,56,42664,373,285,0,2354,45
2020-12-24,Alabama,01,338801,4676,4232,89,28466,422
2020-12-24,Alaska,02,44876,191,274,2,2237,15
2020-12-24,Arizona,04,483502,8301,7796,117,44988,590
2020-12-24,Arkansas,05,211145,3406,3204,30,16602,294
2020-12-24,California,06,2047919,23944,34731,311,286578,1789
2020-12-24,Colorado,08,320714,4610,2687,79,18628,345
2020-12-24,Connecticut,09,172743,5791,2038,55,12641,239
2020-12-24,Delaware,10,53015,888,780,16,4247,43
2020-12-24,District of Columbia,11,27436,756,210,5,1606,31
2020-12-24,Florida,12,1247538,20994,13147,121,79063,690
2020-12-24,Georgia,13,597753,10256,10281,63,49107,282
2020-12-24,Guam,66,8235,122,55,1,83,2
2020-12-24,Hawaii,15,20707,283,125,0,926,5
2020-12-24,Idaho,16,135383,1353,1125,10,8159,87
2020-12-24,Illinois,17,926967,16964,6975,118,45738,977
2020-12-24,Indiana,18,485681,7730,6205,85,35607,550
2020-12-24,Iowa,19,273661,3739,1549,71,11451,288
2020-12-24,Kansas,20,212962,2507,91,0,14773,254
2020-12-24,Kentucky,21,253437,2780,459,6,16277,205
2020-12-24,Louisiana,22,296499,7272,2565,46,17178,308
2020-12-24,Maine,23,21226,317,735,6,3325,41
2020-12-24,Maryland,24,260994,5627,2865,59,16747,308
2020-12-24,Massachusetts,25,341925,11963,5937,76,32678,405
2020-12-24,Michigan,26,507545,12406,254,1,21170,613
2020-12-24,Minnesota,27,404462,5109,1884,79,15232,392
2020-12-24,Mississippi,28,202651,4556,2326,23,14747,236
2020-12-24,Missouri,29,399528,5627,3119,39,21514,526
2020-12-24,Montana,30,79066,918,475,1,3521,69
2020-12-24,Nebraska,31,161338,1601,752,4,6913,119
2020-12-24,Nevada,32,212662,2926,2343,41,15603,246
2020-12-24,New Hampshire,33,38902,690,390,13,4638,61
2020-12-24,New Jersey,34,451787,18544,4704,78,30549,464
2020-12-24,New Mexico,35,135166,2272,1924,29,9121,169
2020-12-24,New York,36,896242,36604,13347,150,76815,957
2020-12-24,North Carolina,37,498005,6420,136,2,39266,300
2020-12-24,North Dakota,38,90955,1267,226,18,1886,57
2020-12-24,Northern Mariana Islands,69,118,2,0,0,5,0
2020-12-24,Ohio,39,653650,8456,8828,95,57472,562
2020-12-24,Oklahoma,40,272553,2328,3277,45,24349,184
2020-12-24,Oregon,41,106822,1417,802,8,7885,133
2020-12-24,Pennsylvania,42,596122,14759,9214,289,60891,1317
2020-12-24,Puerto Rico,72,104423,1423,320,15,6057,100
2020-12-24,Rhode Island,44,82066,1704,0,0,4776,102
2020-12-24,South Carolina,45,285028,5043,2798,15,22254,200
2020-12-24,South Dakota,46,96546,1430,506,41,3349,129
2020-12-24,Tennessee,47,532375,6367,5049,51,52150,584
2020-12-24,Texas,48,1660254,26879,8011,255,108398,1543
2020-12-24,Utah,49,260589,1205,2892,9,16671,79
2020-12-24,Vermont,50,6781,120,101,3,632,15
2020-12-24,Virgin Islands,78,1967,23,17,0,89,0
2020-12-24,Virginia,51,323915,4791,4782,31,27822,238
2020-12-24,Washington,53,237269,3268,2437,23,16641,98
2020-12-24,West Virginia,54,77239,1228,1303,34,8754,157
2020-12-24,Wisconsin,55,503706,5022,3263,66,21263,456
2020-12-24,Wyoming,56,42664,373,0,0,2071,22
2020-12-25,Alabama,01,342426,4680,3625,4,26743,384
2020-12-25,Alaska,02,44876,191,0,0,1744,15
2020-12-25,Arizona,04,486993,8409,3491,108,42955,590
2020-12-25,Arkansas,05,213267,3438,2122,32,15846,299
2020-12-25,California,06,2064691,23964,16772,20,255106,1468
2020-12-25,Colorado,08,323329,4631,2615,21,17707,308
2020-12-25,Connecticut,09,172743,5791,0,0,9961,210
2020-12-25,Delaware,10,53653,891,638,3,4544,37
2020-12-25,District of Columbia,11,27436,756,0,0,1332,28
2020-12-25,Florida,12,1247538,20994,0,0,66063,594
2020-12-25,Georgia,13,603246,10303,5493,47,46631,294
2020-12-25,Guam,66,8237,122,2,0,75,2
2020-12-25,Hawaii,15,20861,283,154,0,924,4
2020-12-25,Idaho,16,135383,1353,0,0,6885,73
2020-12-25,Illinois,17,932427,17155,5460,191,43949,949
2020-12-25,Indiana,18,491125,7770,5444,40,35097,505
2020-12-25,Iowa,19,274266,3744,605,5,9537,293
2020-12-25,Kansas,20,213076,2507,114,0,9430,166
2020-12-25,Kentucky,21,253824,2782,387,2,13479,164
2020-12-25,Louisiana,22,296499,7272,0,0,14065,278
2020-12-25,Maine,23,21547,319,321,2,3210,38
2020-12-25,Maryland,24,263326,5659,2332,32,16510,301
2020-12-25,Massachusetts,25,341925,11963,0,0,26999,353
2020-12-25,Michigan,26,507687,12406,142,0,16806,545
2020-12-25,Minnesota,27,404462,5109,0,0,12514,327
2020-12-25,Mississippi,28,204178,4562,1527,6,13767,208
2020-12-25,Missouri,29,400714,5633,1186,6,18533,463
2020-12-25,Montana,30,79066,918,0,0,3010,63
2020-12-25,Nebraska,31,161960,1594,622,-7,6196,94
2020-12-25,Nevada,32,214077,2943,1415,17,14045,215
2020-12-25,New Hampshire,33,38902,690,0,0,3942,52
2020-12-25,New Jersey,34,456847,18595,5060,51,31713,471
2020-12-25,New Mexico,35,136622,2309,1456,37,9122,181
2020-12-25,New York,36,909123,36739,12881,135,77090,964
2020-12-25,North Carolina,37,498005,6420,0,0,29810,248
2020-12-25,North Dakota,38,91229,1271,274,4,1666,40
2020-12-25,Northern Mariana Islands,69,118,2,0,0,3,0
2020-12-25,Ohio,39,653650,8456,0,0,47788,489
2020-12-25,Oklahoma,40,272553,2328,0,0,20793,167
2020-12-25,Oregon,41,107833,1431,1011,14,7524,125
2020-12-25,Pennsylvania,42,602605,14892,6483,133,58188,1228
2020-12-25,Puerto Rico,72,105039,1432,616,9,5292,99
2020-12-25,Rhode Island,44,82066,1704,0,0,4254,79
2020-12-25,South Carolina,45,285028,5043,0,0,17952,171
2020-12-25,South Dakota,46,96546,1430,0,0,2774,100
2020-12-25,Tennessee,47,541267,6367,8892,0,50963,470
2020-12-25,Texas,48,1662341,27042,2087,163,91126,1434
2020-12-25,Utah,49,260589,1205,0,0,14027,65
2020-12-25,Vermont,50,6781,120,0,0,538,13
2020-12-25,Virgin Islands,78,1979,23,12,0,79,0
2020-12-25,Virginia,51,327993,4820,4078,29,28605,222
2020-12-25,Washington,53,237689,3268,420,0,13095,100
2020-12-25,West Virginia,54,78836,1247,1597,19,9085,156
2020-12-25,Wisconsin,55,505345,5028,1639,6,18981,393
2020-12-25,Wyoming,56,42664,373,0,0,1305,22
2020-12-26,Alabama,01,343458,4685,1032,5,23554,296
2020-12-26,Alaska,02,45247,192,371,1,1779,15
2020-12-26,Arizona,04,493277,8424,6284,15,42470,468
2020-12-26,Arkansas,05,213969,3441,702,3,13855,250
2020-12-26,California,06,2129678,24221,64987,257,282735,1570
2020-12-26,Colorado,08,324869,4652,1540,21,16519,252
2020-12-26,Connecticut,09,172743,5791,0,0,9961,210
2020-12-26,Delaware,10,54473,895,820,4,4337,37
2020-12-26,District of Columbia,11,27710,762,274,6,1368,32
2020-12-26,Florida,12,1264580,21134,17042,140,71423,662
2020-12-26,Georgia,13,607133,10352,3887,49,44654,298
2020-12-26,Guam,66,8238,122,1,0,71,2
2020-12-26,Hawaii,15,20970,283,109,0,881,4
2020-12-26,Idaho,16,135886,1357,503,4,6552,77
2020-12-26,Illinois,17,935849,17225,3422,70,39846,899
2020-12-26,Indiana,18,494967,7801,3842,31,34201,463
2020-12-26,Iowa,19,274793,3744,527,0,7834,211
2020-12-26,Kansas,20,213091,2507,15,0,9441,166
2020-12-26,Kentucky,21,257453,2821,3629,39,14406,184
2020-12-26,Louisiana,22,296499,7272,0,0,14065,278
2020-12-26,Maine,23,21547,319,0,0,2808,27
2020-12-26,Maryland,24,265606,5680,2280,21,16682,268
2020-12-26,Massachusetts,25,349602,12010,7677,47,30332,353
2020-12-26,Michigan,26,515022,12680,7335,274,20175,614
2020-12-26,Minnesota,27,406604,5166,2142,57,11910,327
2020-12-26,Mississippi,28,205023,4565,845,3,12912,175
2020-12-26,Missouri,29,402344,5642,1630,9,17822,406
2020-12-26,Montana,30,79521,919,455,1,2813,55
2020-12-26,Nebraska,31,162272,1595,312,1,5839,90
2020-12-26,Nevada,32,216329,2951,2252,8,14165,197
2020-12-26,New Hampshire,33,39933,701,1031,11,4324,51
2020-12-26,New Jersey,34,460846,18613,3999,18,31521,440
2020-12-26,New Mexico,35,137227,2318,605,9,8297,163
2020-12-26,New York,36,920171,36870,11048,131,78225,973
2020-12-26,North Carolina,37,514724,6574,16719,154,41033,352
2020-12-26,North Dakota,38,91362,1271,133,0,1568,34
2020-12-26,Northern Mariana Islands,69,122,2,4,0,7,0
2020-12-26,Ohio,39,664668,8476,11018,20,50239,445
2020-12-26,Oklahoma,40,276508,2357,3955,29,20640,168
2020-12-26,Oregon,41,108348,1431,515,0,6534,91
2020-12-26,Pennsylvania,42,609682,14915,7077,23,56258,1046
2020-12-26,Puerto Rico,72,106058,1432,1019,0,5232,90
2020-12-26,Rhode Island,44,82066,1704,0,0,4254,79
2020-12-26,South Carolina,45,288892,5124,3864,81,18355,229
2020-12-26,South Dakota,46,96963,1446,417,16,2627,96
2020-12-26,Tennessee,47,546245,6382,4978,15,51748,429
2020-12-26,Texas,48,1668090,27062,5749,20,83462,1221
2020-12-26,Utah,49,264078,1212,3489,7,15108,64
2020-12-26,Vermont,50,6966,121,185,1,623,13
2020-12-26,Virgin Islands,78,1979,23,0,0,69,0
2020-12-26,Virginia,51,329577,4840,1584,20,26605,197
2020-12-26,Washington,53,240763,3283,3074,15,14212,114
2020-12-26,West Virginia,54,80177,1253,1341,6,8962,131
2020-12-26,Wisconsin,55,506022,5032,677,4,15343,308
2020-12-26,Wyoming,56,43146,373,482,0,1658,22
2020-12-27,Alabama,01,345628,4691,2170,6,23176,302
2020-12-27,Alaska,02,45547,192,300,0,1898,16
2020-12-27,Arizona,04,494489,8427,1212,3,40888,456
2020-12-27,Arkansas,05,214877,3482,908,41,13227,245
2020-12-27,California,06,2167233,24283,37555,62,277405,1547
2020-12-27,Colorado,08,326276,4660,1407,8,15754,240
2020-12-27,Connecticut,09,172743,5791,0,0,9961,210
2020-12-27,Delaware,10,55057,897,584,2,4441,35
2020-12-27,District of Columbia,11,28202,768,492,6,1601,31
2020-12-27,Florida,12,1271971,21211,7391,77,70413,644
2020-12-27,Georgia,13,610574,10356,3441,4,42920,300
2020-12-27,Guam,66,8239,122,1,0,68,2
2020-12-27,Hawaii,15,21064,283,94,0,773,3
2020-12-27,Idaho,16,136281,1357,395,0,6242,73
2020-12-27,Illinois,17,939671,17336,3822,111,37747,929
2020-12-27,Indiana,18,496795,7843,1828,42,29537,439
2020-12-27,Iowa,19,275299,3745,506,1,7970,156
2020-12-27,Kansas,20,213173,2507,82,0,9499,166
2020-12-27,Kentucky,21,258820,2845,1367,24,14036,180
2020-12-27,Louisiana,22,299722,7291,3223,19,13577,249
2020-12-27,Maine,23,21880,323,333,4,2934,31
2020-12-27,Maryland,24,267455,5712,1849,32,16386,264
2020-12-27,Massachusetts,25,352736,12110,3134,100,29205,393
2020-12-27,Michigan,26,515114,12680,92,0,20091,614
2020-12-27,Minnesota,27,409120,5206,2516,40,11742,297
2020-12-27,Mississippi,28,206388,4606,1365,41,12055,197
2020-12-27,Missouri,29,404201,5656,1857,14,17942,394
2020-12-27,Montana,30,79780,924,259,5,2610,59
2020-12-27,Nebraska,31,162886,1595,614,0,5715,80
2020-12-27,Nevada,32,217653,2965,1324,14,13426,179
2020-12-27,New Hampshire,33,40809,708,876,7,4267,52
2020-12-27,New Jersey,34,463166,18630,2320,17,28666,436
2020-12-27,New Mexico,35,137968,2348,741,30,7975,177
2020-12-27,New York,36,928376,37000,8205,130,76976,983
2020-12-27,North Carolina,37,517449,6592,2725,18,37574,333
2020-12-27,North Dakota,38,91472,1273,110,2,1427,36
2020-12-27,Northern Mariana Islands,69,122,2,0,0,7,0
2020-12-27,Ohio,39,670525,8509,5857,33,47719,462
2020-12-27,Oklahoma,40,279139,2370,2631,13,18301,158
2020-12-27,Oregon,41,109734,1436,1386,5,6804,95
2020-12-27,Pennsylvania,42,614303,15040,4621,125,54301,1076
2020-12-27,Puerto Rico,72,106842,1445,784,13,4794,77
2020-12-27,Rhode Island,44,82066,1704,0,0,4254,79
2020-12-27,South Carolina,45,296179,5155,7287,31,22773,220
2020-12-27,South Dakota,46,97390,1446,427,0,2663,85
2020-12-27,Tennessee,47,549299,6451,3054,69,43419,444
2020-12-27,Texas,48,1690762,27110,22672,48,98271,1162
2020-12-27,Utah,49,264874,1214,796,2,13910,59
2020-12-27,Vermont,50,7029,127,63,6,586,16
2020-12-27,Virgin Islands,78,1979,23,0,0,58,0
2020-12-27,Virginia,51,333576,4854,3999,14,26728,204
2020-12-27,Washington,53,241036,3283,273,0,13987,113
2020-12-27,West Virginia,54,80710,1254,533,1,8368,126
2020-12-27,Wisconsin,55,508580,5042,2558,10,15856,297
2020-12-27,Wyoming,56,43200,373,54,0,1538,22
2020-12-28,Alabama,01,347897,4712,2269,21,23065,323
2020-12-28,Alaska,02,45674,192,127,0,1873,16
2020-12-28,Arizona,04,504616,8469,10127,42,43271,497
2020-12-28,Arkansas,05,216528,3537,1651,55,13421,242
2020-12-28,California,06,2208953,24529,41720,246,275870,1549
2020-12-28,Colorado,08,328249,4699,1973,39,15536,267
2020-12-28,Connecticut,09,181200,5904,8457,113,13823,228
2020-12-28,Delaware,10,55488,898,431,1,4432,27
2020-12-28,District of Columbia,11,28342,771,140,3,1602,29
2020-12-28,Florida,12,1280169,21307,8198,96,67596,628
2020-12-28,Georgia,13,614716,10363,4142,7,43415,291
2020-12-28,Guam,66,8250,122,11,0,70,1
2020-12-28,Hawaii,15,21109,283,45,0,686,3
2020-12-28,Idaho,16,137449,1381,1168,24,5981,76
2020-12-28,Illinois,17,944402,17476,4731,140,37485,946
2020-12-28,Indiana,18,499256,7886,2461,43,28132,448
2020-12-28,Iowa,19,276649,3745,1350,0,7913,156
2020-12-28,Kansas,20,219095,2548,5922,41,11162,100
2020-12-28,Kentucky,21,261009,2871,2189,26,13766,170
2020-12-28,Louisiana,22,300539,7336,817,45,13278,229
2020-12-28,Maine,23,22319,326,439,3,3034,33
2020-12-28,Maryland,24,269442,5740,1987,28,16097,269
2020-12-28,Massachusetts,25,356934,12158,4198,48,29560,399
2020-12-28,Michigan,26,518788,12744,3674,64,18800,598
2020-12-28,Minnesota,27,410197,5219,1077,13,10827,288
2020-12-28,Mississippi,28,208089,4634,1701,28,12589,223
2020-12-28,Missouri,29,407193,5668,2992,12,16681,377
2020-12-28,Montana,30,80080,927,300,3,2624,46
2020-12-28,Nebraska,31,163903,1625,1017,30,5784,85
2020-12-28,Nevada,32,218653,2973,1000,8,12458,172
2020-12-28,New Hampshire,33,41670,715,861,7,4282,59
2020-12-28,New Jersey,34,465910,18651,2744,21,28239,428
2020-12-28,New Mexico,35,138659,2384,691,36,7851,204
2020-12-28,New York,36,938710,37118,10334,118,77854,971
2020-12-28,North Carolina,37,521990,6601,4541,9,37477,316
2020-12-28,North Dakota,38,91565,1277,93,4,1438,38
2020-12-28,Northern Mariana Islands,69,122,2,0,0,6,0
2020-12-28,Ohio,39,675044,8571,4519,62,45690,449
2020-12-28,Oklahoma,40,282587,2383,3448,13,19153,165
2020-12-28,Oregon,41,110303,1438,569,2,6423,87
2020-12-28,Pennsylvania,42,619425,15114,5122,74,50012,1093
2020-12-28,Puerto Rico,72,107273,1456,431,11,4809,74
2020-12-28,Rhode Island,44,85602,1742,3536,38,5371,72
2020-12-28,South Carolina,45,298050,5173,1871,18,22317,211
2020-12-28,South Dakota,46,97658,1446,268,0,2584,65
2020-12-28,Tennessee,47,552794,6524,3495,73,37649,452
2020-12-28,Texas,48,1711232,27245,20470,135,101830,1081
2020-12-28,Utah,49,266590,1223,1716,9,13807,60
2020-12-28,Vermont,50,7120,129,91,2,586,18
2020-12-28,Virgin Islands,78,1979,23,0,0,58,0
2020-12-28,Virginia,51,336175,4861,2599,7,25285,207
2020-12-28,Washington,53,243547,3300,2511,17,12905,114
2020-12-28,West Virginia,54,81436,1263,726,9,8099,134
2020-12-28,Wisconsin,55,510137,5065,1557,23,15784,311
2020-12-28,Wyoming,56,43704,405,504,32,1586,54
2020-12-29,Alabama,01,351804,4737,3907,25,21993,285
2020-12-29,Alaska,02,45856,193,182,1,1615,7
2020-12-29,Arizona,04,510548,8647,5932,178,40197,514
2020-12-29,Arkansas,05,219246,3603,2718,66,14198,265
2020-12-29,California,06,2243119,24954,34166,425,274689,1700
2020-12-29,Colorado,08,330118,4758,1869,59,14721,294
2020-12-29,Connecticut,09,181967,5924,767,20,13007,221
2020-12-29,Delaware,10,56189,898,701,0,4566,26
2020-12-29,District of Columbia,11,28535,775,193,4,1635,31
2020-12-29,Florida,12,1292244,21408,12075,101,69237,655
2020-12-29,Georgia,13,623901,10439,9185,76,43944,304
2020-12-29,Guam,66,8262,122,12,0,82,1
2020-12-29,Hawaii,15,21180,283,71,0,693,3
2020-12-29,Idaho,16,138909,1396,1460,15,5959,79
2020-12-29,Illinois,17,950122,17606,5720,130,36857,929
2020-12-29,Indiana,18,503242,8051,3986,165,28445,470
2020-12-29,Iowa,19,278310,3812,1661,67,8016,159
2020-12-29,Kansas,20,219415,2548,320,0,11306,100
2020-12-29,Kentucky,21,264150,2903,3141,32,14061,164
2020-12-29,Louisiana,22,304485,7397,3946,61,13525,239
2020-12-29,Maine,23,22909,333,590,7,3166,30
2020-12-29,Maryland,24,271267,5803,1825,63,15601,284
2020-12-29,Massachusetts,25,361079,12218,4145,60,29905,414
2020-12-29,Michigan,26,522563,12956,3775,212,19066,623
2020-12-29,Minnesota,27,411169,5255,972,36,10099,300
2020-12-29,Mississippi,28,210032,4719,1943,85,12341,229
2020-12-29,Missouri,29,410334,5766,3141,98,16846,292
2020-12-29,Montana,30,80516,939,436,12,2499,38
2020-12-29,Nebraska,31,164892,1641,989,16,5625,88
2020-12-29,Nevada,32,220378,3035,1725,62,13027,203
2020-12-29,New Hampshire,33,42697,735,1027,20,4689,79
2020-12-29,New Jersey,34,469567,18777,3657,126,27293,451
2020-12-29,New Mexico,35,139908,2405,1249,21,7833,202
2020-12-29,New York,36,950730,37256,12020,138,79575,956
2020-12-29,North Carolina,37,526439,6630,4449,29,35197,288
2020-12-29,North Dakota,38,91836,1283,271,6,1377,39
2020-12-29,Northern Mariana Islands,69,122,2,0,0,6,0
2020-12-29,Ohio,39,682570,8722,7526,151,45538,470
2020-12-29,Oklahoma,40,283781,2405,1194,22,18161,165
2020-12-29,Oregon,41,111258,1457,955,19,6167,75
2020-12-29,Pennsylvania,42,628083,15389,8658,275,50900,1145
2020-12-29,Puerto Rico,72,109405,1460,2132,4,5878,69
2020-12-29,Rhode Island,44,86789,1760,1187,18,5602,82
2020-12-29,South Carolina,45,300602,5198,2552,25,22547,222
2020-12-29,South Dakota,46,98158,1446,500,0,2649,65
2020-12-29,Tennessee,47,557554,6647,4760,123,38079,442
2020-12-29,Texas,48,1735035,27499,23803,254,103486,1136
2020-12-29,Utah,49,269326,1238,2736,15,14241,63
2020-12-29,Vermont,50,7202,130,82,1,594,18
2020-12-29,Virgin Islands,78,1979,23,0,0,45,0
2020-12-29,Virginia,51,340297,4920,4122,59,25816,215
2020-12-29,Washington,53,245692,3433,2145,133,13488,219
2020-12-29,West Virginia,54,82773,1284,1337,21,8036,113
2020-12-29,Wisconsin,55,513056,5157,2919,92,15676,275
2020-12-29,Wyoming,56,43923,405,219,0,1544,32
2020-12-30,Alabama,01,356820,4774,5016,37,22251,187
2020-12-30,Alaska,02,46241,195,385,2,1639,6
2020-12-30,Arizona,04,515366,8726,4818,79,39660,542
2020-12-30,Arkansas,05,222430,3637,3184,34,14489,261
2020-12-30,California,06,2275505,25391,32386,437,262317,1758
2020-12-30,Colorado,08,332686,4822,2568,64,14659,291
2020-12-30,Connecticut,09,183663,5964,1696,40,12958,228
2020-12-30,Delaware,10,56596,921,407,23,4361,49
2020-12-30,District of Columbia,11,28758,780,223,5,1532,29
2020-12-30,Florida,12,1306115,21545,13871,137,71724,672
2020-12-30,Georgia,13,632861,10503,8960,64,45389,310
2020-12-30,Guam,66,8277,122,15,0,97,1
2020-12-30,Hawaii,15,21284,283,104,0,702,0
2020-12-30,Idaho,16,140150,1409,1241,13,5892,66
2020-12-30,Illinois,17,957853,17813,7731,207,37861,967
2020-12-30,Indiana,18,507979,8160,4737,109,28503,515
2020-12-30,Iowa,19,280067,3822,1757,10,7955,154
2020-12-30,Kansas,20,225361,2741,5946,193,12490,234
2020-12-30,Kentucky,21,267990,2943,3840,40,15012,169
2020-12-30,Louisiana,22,311229,7448,6744,51,17295,222
2020-12-30,Maine,23,23499,334,590,1,3008,23
2020-12-30,Maryland,24,273881,5848,2614,45,15752,280
2020-12-30,Massachusetts,25,367918,12338,6839,120,31930,451
2020-12-30,Michigan,26,526401,13008,3838,52,19110,603
2020-12-30,Minnesota,27,413166,5321,1997,66,10588,291
2020-12-30,Mississippi,28,213055,4747,3023,28,12730,214
2020-12-30,Missouri,29,413764,5846,3430,80,17355,258
2020-12-30,Montana,30,81352,950,836,11,2761,33
2020-12-30,Nebraska,31,166385,1651,1493,10,5799,54
2020-12-30,Nevada,32,223033,3081,2655,46,12714,196
2020-12-30,New Hampshire,33,43242,741,545,6,4730,64
2020-12-30,New Jersey,34,474285,18952,4718,175,27202,486
2020-12-30,New Mexico,35,141219,2438,1311,33,7977,195
